# color images
# file: 'rgbd_dataset_freiburg2_xyz.bag'
# timestamp filename
1311867170.462290 rgb/1311867170.462290.png
1311867170.494139 rgb/1311867170.494139.png
1311867170.526429 rgb/1311867170.526429.png
1311867170.562349 rgb/1311867170.562349.png
1311867170.594217 rgb/1311867170.594217.png
1311867170.626087 rgb/1311867170.626087.png
1311867170.662140 rgb/1311867170.662140.png
1311867170.694205 rgb/1311867170.694205.png
1311867170.726388 rgb/1311867170.726388.png
1311867170.762019 rgb/1311867170.762019.png
1311867170.794192 rgb/1311867170.794192.png
1311867170.826282 rgb/1311867170.826282.png
1311867170.862221 rgb/1311867170.862221.png
1311867170.894378 rgb/1311867170.894378.png
1311867170.926352 rgb/1311867170.926352.png
1311867170.962147 rgb/1311867170.962147.png
1311867170.994263 rgb/1311867170.994263.png
1311867171.026274 rgb/1311867171.026274.png
1311867171.062352 rgb/1311867171.062352.png
1311867171.094235 rgb/1311867171.094235.png
1311867171.126251 rgb/1311867171.126251.png
1311867171.162247 rgb/1311867171.162247.png
1311867171.194269 rgb/1311867171.194269.png
1311867171.226253 rgb/1311867171.226253.png
1311867171.262244 rgb/1311867171.262244.png
1311867171.294341 rgb/1311867171.294341.png
1311867171.326387 rgb/1311867171.326387.png
1311867171.362246 rgb/1311867171.362246.png
1311867171.394143 rgb/1311867171.394143.png
1311867171.426288 rgb/1311867171.426288.png
1311867171.462244 rgb/1311867171.462244.png
1311867171.494404 rgb/1311867171.494404.png
1311867171.526178 rgb/1311867171.526178.png
1311867171.562297 rgb/1311867171.562297.png
1311867171.594293 rgb/1311867171.594293.png
1311867171.626340 rgb/1311867171.626340.png
1311867171.662256 rgb/1311867171.662256.png
1311867171.694344 rgb/1311867171.694344.png
1311867171.726244 rgb/1311867171.726244.png
1311867171.762119 rgb/1311867171.762119.png
1311867171.794171 rgb/1311867171.794171.png
1311867171.826255 rgb/1311867171.826255.png
1311867171.862359 rgb/1311867171.862359.png
1311867171.894443 rgb/1311867171.894443.png
1311867171.926222 rgb/1311867171.926222.png
1311867171.962467 rgb/1311867171.962467.png
1311867171.994671 rgb/1311867171.994671.png
1311867172.026268 rgb/1311867172.026268.png
1311867172.062288 rgb/1311867172.062288.png
1311867172.094196 rgb/1311867172.094196.png
1311867172.126369 rgb/1311867172.126369.png
1311867172.162335 rgb/1311867172.162335.png
1311867172.194427 rgb/1311867172.194427.png
1311867172.226441 rgb/1311867172.226441.png
1311867172.262228 rgb/1311867172.262228.png
1311867172.294483 rgb/1311867172.294483.png
1311867172.326338 rgb/1311867172.326338.png
1311867172.362401 rgb/1311867172.362401.png
1311867172.394289 rgb/1311867172.394289.png
1311867172.426522 rgb/1311867172.426522.png
1311867172.462350 rgb/1311867172.462350.png
1311867172.495267 rgb/1311867172.495267.png
1311867172.526306 rgb/1311867172.526306.png
1311867172.562493 rgb/1311867172.562493.png
